id,name,language,loc,words,keywords/globals.json,keywords/builtins.json,keywords/global.json,keywords/inspect.json,keywords/locals.json,keywords/nonlocal.json
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/cmd.py,python,403,2141,0,0,2,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/versionpredicate.py,python,166,603,0,0,1,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/msvc9compiler.py,python,788,3168,1,0,0,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/sysconfig.py,python,578,2469,3,0,5,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/util.py,python,535,2507,0,0,4,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/filelist.py,python,355,1519,0,0,7,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/command/bdist_msi.py,python,749,3674,0,0,2,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/dist.py,python,1257,5502,0,0,14,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/core.py,python,234,1071,0,0,3,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/command/alias.py,python,78,239,0,0,2,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/command/build_clib.py,python,101,412,0,0,2,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/command/build_ext.py,python,328,1273,1,0,1,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/command/easy_install.py,python,2299,9095,1,0,1,0,0,0
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/command/egg_info.py,python,755,2807,0,0,4,0,0,0
